0	30	1	0.31751	1.2705	1.3271	0.70957	0.82475	0.51374	0.50794	0.65698	1135.3	1370.8	982.35	1343.5	1029.8	834	762.79	944.18	711.94
0	30	2	0.36912	0.94401	1.0554	0.62119	0.79634	0.59081	0.55922	0.68698	853.19	1124.8	962.77	1314.3	798.74	750.88	903.39	1130	770.77
0	30	3	0.41834	0.97401	0.94439	0.63469	0.77594	0.58872	0.60641	0.69066	907.53	1304.9	1068.2	1006.8	836.86	791.37	1052.6	990.39	1086.2
0	30	4	0.44131	0.94313	0.84819	0.62262	0.75514	0.59677	0.61535	0.6819	896.91	1258.9	1099.8	1059	1084.3	861.37	868.98	1006.9	818.68
0	30	5	0.49878	1.0195	1.1204	0.72684	0.72532	0.57601	0.55285	0.64381	1171.9	1084.1	1387.7	1236.1	986.07	899.68	949.15	1105.6	965.34
0	30	6	0.42145	0.98744	0.93436	0.63697	0.7675	0.57521	0.58417	0.67677	1048.9	1010.2	1073.6	1089.9	844.2	924.75	1214	976.79	901.56
0	30	7	0.34529	0.8805	0.97728	0.57859	0.8099	0.5988	0.55883	0.7009	826.67	980.17	1029.1	993.95	846.23	763.36	1130.1	1020.2	808.12
0	30	8	0.38888	0.87127	0.93962	0.59551	0.78571	0.58389	0.56328	0.68926	853.1	905.69	1042.8	1209.7	925.75	796.39	975.03	1066	918.55
0	30	9	0.49016	1.1481	1.2348	0.77	0.73543	0.53809	0.50725	0.63174	999.89	1248.4	1111.4	1308.4	997.33	1238.9	1086.8	1099.2	1024.3
0	30	10	0.28022	1.0362	1.2054	0.61585	0.84778	0.58562	0.53645	0.70191	1409.6	780.53	829.27	985.44	789.65	1102.2	847.82	838.93	755.3
0	30	11	0.3816	0.96301	1.0561	0.63248	0.78933	0.56942	0.55385	0.6793	886.78	915.3	1432.1	1079.5	835.62	1041.7	843.66	1007.8	809.83
0	30	12	0.38376	1.083	1.2597	0.6986	0.79311	0.54009	0.48977	0.65937	1042.3	1112.6	1218.3	1202.2	918.43	1134	972.18	917.91	861.83
0	30	13	0.44238	1.5692	1.628	0.90487	0.75705	0.47119	0.46368	0.59781	1502.3	1107.3	1191.7	1405	1291.1	1140.2	1049	1075.9	945.67
0	30	14	0.47095	1.0798	1.0052	0.69901	0.74157	0.55838	0.57612	0.65493	1000.6	1233.9	1170.3	1175.9	854.76	905.33	974.81	1274.6	807.65
0	30	15	0.31225	1.3925	1.4008	0.74524	0.83094	0.52642	0.52475	0.66609	961.22	868.54	1189.3	1040.2	930.51	1591.4	871.19	1086.2	812.54
0	30	16	0.48861	1.0944	1.0708	0.72592	0.72876	0.51571	0.53321	0.6308	880.63	876.11	1491.1	1302.5	912.61	1109	901.27	1180.4	893.64
0	30	17	0.49828	1.1104	1.1501	0.75092	0.73147	0.55114	0.53013	0.63684	987.24	985.37	1039.9	1427.2	929.75	939.22	1384.3	1129.1	866.3
0	30	18	0.55774	1.2087	1.1804	0.81246	0.70185	0.53669	0.52875	0.61785	1067.9	1072.8	1148.9	1209.8	1489.3	1035.3	1325	1069.3	1005.6
0	30	19	0.51015	1.0825	1.0917	0.74037	0.72951	0.54023	0.52749	0.63938	1128.4	1142.7	1335.4	1188.3	900.65	1185.4	848.31	1018.4	1045.6
0	30	20	0.32604	0.85637	0.82496	0.53152	0.82034	0.60266	0.62741	0.7217	745.02	849.54	1023	1007.8	790.72	728.11	902.22	1043.1	783.76
0	30	21	0.37688	1.1306	1.0692	0.66574	0.798	0.55024	0.56587	0.68186	849.11	1534.9	1227.9	1034.9	875.38	913.34	824.89	1053	785.55
0	30	22	0.37884	0.94398	0.9237	0.6007	0.79422	0.56837	0.56766	0.69104	774.22	932.16	1177.5	1160	864.35	1087.2	825.72	943.68	718.64
0	30	23	0.52471	1.2302	1.1538	0.79164	0.72735	0.55222	0.5606	0.6423	973.97	1706.6	1550.5	1152.2	862.43	914.39	910.64	987.84	999.03
0	30	24	0.4484	0.99762	1.0596	0.67992	0.76308	0.58075	0.55984	0.67203	836.58	936.65	1192.9	1067.1	944.84	755.01	843.83	1367.5	1195.1
0	30	25	0.33372	1.5073	1.5296	0.80676	0.82608	0.50981	0.49011	0.65624	829.62	802.96	1164.8	1118	1637.9	1024.6	1001.1	1119.7	798.45
0	30	26	0.32935	1.1679	1.2375	0.67826	0.82305	0.53666	0.52415	0.67784	869.62	904.74	1062.7	1199.1	1314.1	775.25	1060.2	950.59	812.91
0	30	27	0.45002	1.0521	1.0284	0.68597	0.75262	0.57444	0.57099	0.66217	958.68	958.77	1378.7	1108.6	1052.9	976.3	888.21	1181.4	988.17
0	30	28	0.25	1.2159	1.3475	0.66269	0.86643	0.50903	0.47353	0.68238	811.37	820.45	1118	951.1	1133.4	1231.4	994.08	824.12	836.6
0	30	29	0.46653	1.1371	1.2659	0.7598	0.75263	0.54962	0.51081	0.64258	995.67	933.55	1075.2	1182.2	870.77	948.69	876.37	1762.7	865.61
0	30	30	0.53913	1.1368	1.2732	0.80499	0.70757	0.51246	0.47181	0.60459	1239.5	1004.7	1235.1	1335.6	1060.3	806.1	1570.3	988.16	835.5
