0	30	1	0.31751	1.2705	1.3271	0.70957	0.82475	0.51374	0.50794	0.65698	1135.3	1370.8	982.35	1343.5	1029.8	834	762.79	944.18	711.94
0	30	1	0.32078	0.73464	0.81796	0.50277	0.82538	0.65979	0.62081	0.73814	846.37	816.62	1001.9	984.24	797.05	730.19	939.35	947.06	741.41
0	30	1	0.35184	0.71772	0.71453	0.49738	0.80517	0.65046	0.65815	0.73595	940.79	861.29	936.1	1161.7	790.84	710.86	840.26	835.28	724.75
0	30	1	0.31799	0.75793	0.76079	0.49433	0.82569	0.63872	0.63388	0.73987	770.01	953.17	1008.1	1019.3	863.98	712.62	787.7	828.02	834.62
0	30	1	0.34469	0.91289	0.84541	0.55822	0.80958	0.56804	0.59197	0.70411	842.13	857.32	989.68	1010.2	830.35	828.09	746.36	938.51	1190.3
0	30	2	0.37179	0.8892	0.82921	0.56664	0.7946	0.59927	0.63319	0.70871	791.35	1145.2	991.24	1051.9	1027.5	825.96	800.16	1006.6	781.75
0	30	2	0.32639	0.63056	0.63453	0.44878	0.82374	0.68401	0.68965	0.76493	786.63	811.15	906.28	1125.4	723.34	770.96	754.89	859.83	721.6
0	30	2	0.31863	1.4517	1.5807	0.79737	0.82474	0.496	0.47361	0.63637	1084.9	946.28	1507.4	1139.1	1285.6	1030.5	733.23	1168.8	874.03
0	30	2	0.36619	0.859	0.87058	0.56551	0.79748	0.6016	0.60736	0.70623	777.29	872.63	979.87	1051.7	808.06	762.13	811.03	951.22	1294.5
0	30	2	0.39308	1.2013	1.2497	0.72584	0.78483	0.54678	0.53451	0.65586	868.51	1002.5	1267.5	1189.7	1202.6	1081.9	849.29	971.89	998.27
0	30	3	0.47028	0.96073	1.0192	0.67815	0.73676	0.55556	0.53672	0.64658	875.35	1354	1101.1	1082.2	832.67	1044.7	1062.1	1099.5	875.95
0	30	3	0.35193	0.69525	0.70211	0.49063	0.8065	0.6563	0.64676	0.73853	858.07	891	963.63	1114.5	844.28	720.14	799.71	885.16	800.16
0	30	3	0.31836	0.94266	0.90887	0.56132	0.82779	0.58544	0.58429	0.71576	795.27	825.82	1013	1058.8	1033.6	1072	751.97	915.92	844.19
0	30	3	0.32947	1.0289	1.11	0.62546	0.81799	0.57438	0.53975	0.68514	991.29	895.72	1030.5	990.74	762.45	928.04	886.69	1231.2	1026.5
0	30	3	0.37542	1.0133	1.0434	0.6366	0.7901	0.55355	0.5444	0.67067	1025.1	1305.9	1085.7	1024	818.15	913.18	867.97	919.81	947.86
0	30	4	0.42841	0.96793	1.0336	0.6568	0.7734	0.60704	0.58798	0.68838	1435.4	876.3	1070.1	1259.5	936.3	862.12	813.82	1096.2	871.28
0	30	4	0.51917	0.96579	0.94811	0.69386	0.7117	0.5776	0.57394	0.64553	1009.7	1140.5	1131.8	1128.2	1015.1	1040.9	1003.9	1200.1	866.36
0	30	4	0.32923	0.9489	1.0599	0.59866	0.81767	0.57848	0.53592	0.68908	800.08	844.71	1207.5	1066	832.83	932.41	1058.1	828.42	771.47
